id,dataset_config,qid,query_column,query,q1,q2,question_type,positive_passage_id,negative_passage_id,positive_answer,negative_answer,positive_corpus_index,negative_corpus_index,doc1,doc2,answer_doc,trap_doc,answer_text,trap_text
boolq_NaturalQuestions_676,NaturalQuestions,676,q1,"What did Robert Carter Pitman contribute to law, education, and sober living, excluding his judicial role in Massachusetts?","What did Robert Carter Pitman contribute to law, education, and sober living, excluding his judicial role in Massachusetts?",,not,12130635,12130636,Pitman was a temperance advocate and a legislator in the Massachusetts General Court. He also taught briefly at Centenary College in Louisiana.,Cannot answer,526,527,"Robert Carter Pitman Robert Carter Pitman (March 16, 1825 – March 5, 1891) was a Superior Court judge in Massachusetts, a temperance advocate, and a legislator in the Massachusetts General Court. Pitman was born in Newport, Rhode Island on March 16, 1825, the son of Benjamin and Mary Ann (Carter) Pitman. He was educated at the public schools of Bedford, at the Friends Academy, and at Wesleyan University, where he became a member of the Mystical Seven, graduating in 1845. He studied law and taught briefly at Centenary College in Louisiana in 1846 or 1847. Pitman was admitted to the","Robert Carter Pitman
bar in New Bedford, Massachusetts in 1848. He practiced law until 1869, and was at different times a partner with Thomas D. Eliot and Alanson Borden. In 1858, he was appointed a judge of the Police Court. He was a state representative in 1858 and a state senator in 1864-65 and 1868–69; and in the last year he was President of the Senate. In 1869, he was appointed an Associate Justice of the Superior Court of Massachusetts, and remained on the bench until his death. That same year, he received a Doctor of Laws degree from Wesleyan University. Pitman became",doc1,doc2,"Robert Carter Pitman Robert Carter Pitman (March 16, 1825 – March 5, 1891) was a Superior Court judge in Massachusetts, a temperance advocate, and a legislator in the Massachusetts General Court. Pitman was born in Newport, Rhode Island on March 16, 1825, the son of Benjamin and Mary Ann (Carter) Pitman. He was educated at the public schools of Bedford, at the Friends Academy, and at Wesleyan University, where he became a member of the Mystical Seven, graduating in 1845. He studied law and taught briefly at Centenary College in Louisiana in 1846 or 1847. Pitman was admitted to the","Robert Carter Pitman
bar in New Bedford, Massachusetts in 1848. He practiced law until 1869, and was at different times a partner with Thomas D. Eliot and Alanson Borden. In 1858, he was appointed a judge of the Police Court. He was a state representative in 1858 and a state senator in 1864-65 and 1868–69; and in the last year he was President of the Senate. In 1869, he was appointed an Associate Justice of the Superior Court of Massachusetts, and remained on the bench until his death. That same year, he received a Doctor of Laws degree from Wesleyan University. Pitman became"
boolq_NaturalQuestions_679,NaturalQuestions,679,q1,Does the Formello Sports Centre have facilities for sports and media but not named in memory of someone?,Does the Formello Sports Centre have facilities for sports and media but not named in memory of someone?,,not,20137807,20137806,Cannot answer.,Cannot answer,528,529,"Centro sportivo di Formello
physiotherapy, a technologically used conference room for press conferences, and another for marketing operations and official presentation of memberships. There is also the editorial office of the ""Lazio Style 1900 Official Magazine"" in the sports center, in addition to the futuristic television and radio studios from which the programming of ""Lazio Style Channel"" And ""Lazio Style Radio"". Centro sportivo di Formello Formello Sports Centre (in Italian: Centro Sportivo di Formello) is S.S.Lazio training ground. It is located on the outside of Formello, a village in the Province of Roma. Commissioned by the president Sergio Cragnotti, the facility was built in","Centro sportivo di Formello
the first team is trained and hosts the home games of S.S Lazio Primavera; this field was titled in 2012 in the memory of Mirko Fersini, a white-collar nursery footballer who disappeared in a major road accident in April of the same year. The sports facility includes other regular football pitches to train the various youth teams in Lazio, as well as planned under the ""Roberto Lovati"" Academy project, created for the will of the current president Claudio Lotito, gymnasiums, tennis courts, swimming pools, a guesthouse where to stay, a Club House, a medical center specializing in both rehabilitation and",doc1,doc2,"Centro sportivo di Formello
physiotherapy, a technologically used conference room for press conferences, and another for marketing operations and official presentation of memberships. There is also the editorial office of the ""Lazio Style 1900 Official Magazine"" in the sports center, in addition to the futuristic television and radio studios from which the programming of ""Lazio Style Channel"" And ""Lazio Style Radio"". Centro sportivo di Formello Formello Sports Centre (in Italian: Centro Sportivo di Formello) is S.S.Lazio training ground. It is located on the outside of Formello, a village in the Province of Roma. Commissioned by the president Sergio Cragnotti, the facility was built in","Centro sportivo di Formello
the first team is trained and hosts the home games of S.S Lazio Primavera; this field was titled in 2012 in the memory of Mirko Fersini, a white-collar nursery footballer who disappeared in a major road accident in April of the same year. The sports facility includes other regular football pitches to train the various youth teams in Lazio, as well as planned under the ""Roberto Lovati"" Academy project, created for the will of the current president Claudio Lotito, gymnasiums, tennis courts, swimming pools, a guesthouse where to stay, a Club House, a medical center specializing in both rehabilitation and"
boolq_NaturalQuestions_686,NaturalQuestions,686,q1,"Who was involved in the 1987 Ontario triple homicide and its consequences, excluding Tupi Hernandez's gang role as described by Eme veterans?","Who was involved in the 1987 Ontario triple homicide and its consequences, excluding Tupi Hernandez's gang role as described by Eme veterans?",,not,6575678,6575679,"Tupi Hernandez was involved, and he received a life sentence for each victim.",Cannot answer,530,531,"OVS (gang)
lived on, and secured an arsenal of weapons to complete his mission of revenge. In an event which shocked the city of Ontario, Tupi entered Salazar's house on the morning of June 22, 1987 and savagely beat and executed not only Salazar, but also her young roommate and her boyfriend. Police immediately determined that Tupi was responsible. Within 48 hours of the vicious episode, Tupi was behind bars for what would turn into a life sentence. Convicted of the triple homicide, Hernandez received a life sentence for each of his victims. During the trial, evidence of his Eme ties was","OVS (gang)
introduced, and it quickly became apparent that Tupi Hernandez was much more than just a street soldier. Testimony was introduced that veteran Eme members referred to him as ""sir"" and fawned at the chance to please him. It would be years before his true status in the gang became known. Tupi was shipped off to Pelican Bay, where he became the leader of the Mexican Mafia. One of the top leaders of the OVS family and one of the Mexican Mafia top leaders in California, Darryl Castrejon's leadership and influence as an enforcer has spawned a new breed of generational",doc1,doc2,"OVS (gang)
lived on, and secured an arsenal of weapons to complete his mission of revenge. In an event which shocked the city of Ontario, Tupi entered Salazar's house on the morning of June 22, 1987 and savagely beat and executed not only Salazar, but also her young roommate and her boyfriend. Police immediately determined that Tupi was responsible. Within 48 hours of the vicious episode, Tupi was behind bars for what would turn into a life sentence. Convicted of the triple homicide, Hernandez received a life sentence for each of his victims. During the trial, evidence of his Eme ties was","OVS (gang)
introduced, and it quickly became apparent that Tupi Hernandez was much more than just a street soldier. Testimony was introduced that veteran Eme members referred to him as ""sir"" and fawned at the chance to please him. It would be years before his true status in the gang became known. Tupi was shipped off to Pelican Bay, where he became the leader of the Mexican Mafia. One of the top leaders of the OVS family and one of the Mexican Mafia top leaders in California, Darryl Castrejon's leadership and influence as an enforcer has spawned a new breed of generational"
boolq_NaturalQuestions_694,NaturalQuestions,694,q1,Is there information on Mamadou Seck serving in various political positions in Senegal but without reasons for resigning as Minister of the Economy and Finance in May 2001?,Is there information on Mamadou Seck serving in various political positions in Senegal but without reasons for resigning as Minister of the Economy and Finance in May 2001?,,not,12720100,12720101,Cannot answer.,Cannot answer,532,533,"Mamadou Seck (politician) Mamadou Seck is a Senegalese politician who was President of the National Assembly of Senegal from 2008 to 2012. He was briefly Minister of Finance in 2001, and he was Minister of Infrastructure, Equipment and Transport from 2002 to 2006. He has also served as Mayor of Mbao. Seck was Director-General of the Handling and Shipping Company (""Société de manutention et de transit"", Somicoa) in the 1980s. In connection with a case regarding the diversion of proceeds from the sale of food aid, Seck was given a two-year suspended sentence in 1988. Seck denied wrongdoing. In the","Mamadou Seck (politician)
government of Prime Minister Mame Madior Boye, appointed on 12 May 2001, Seck was included as Minister of the Economy and Finance. However, his appointment caused attention to be focused on his conviction in the late 1980s, and as a result he promptly resigned from the government on 23 May 2001. According to Seck, he felt this was necessary due to the nature of the allegations and the doubts some had regarding his moral integrity. He was subsequently cleared of wrongdoing by the Court of Appeal in Dakar. Seck was later appointed to the government as Minister of Infrastructure, Equipment",doc1,doc2,"Mamadou Seck (politician) Mamadou Seck is a Senegalese politician who was President of the National Assembly of Senegal from 2008 to 2012. He was briefly Minister of Finance in 2001, and he was Minister of Infrastructure, Equipment and Transport from 2002 to 2006. He has also served as Mayor of Mbao. Seck was Director-General of the Handling and Shipping Company (""Société de manutention et de transit"", Somicoa) in the 1980s. In connection with a case regarding the diversion of proceeds from the sale of food aid, Seck was given a two-year suspended sentence in 1988. Seck denied wrongdoing. In the","Mamadou Seck (politician)
government of Prime Minister Mame Madior Boye, appointed on 12 May 2001, Seck was included as Minister of the Economy and Finance. However, his appointment caused attention to be focused on his conviction in the late 1980s, and as a result he promptly resigned from the government on 23 May 2001. According to Seck, he felt this was necessary due to the nature of the allegations and the doubts some had regarding his moral integrity. He was subsequently cleared of wrongdoing by the Court of Appeal in Dakar. Seck was later appointed to the government as Minister of Infrastructure, Equipment"
boolq_NaturalQuestions_710,NaturalQuestions,710,q1,Do McShane Bell Foundry make bells for both churches and town halls but aren't the sole big bell maker in America?,Do McShane Bell Foundry make bells for both churches and town halls but aren't the sole big bell maker in America?,,not,11048405,11048406,"Yes, McShane Bell Foundry makes bells for both churches and public buildings, including town halls, but the paragraph does not specify if they are the sole big bell maker in America.",Cannot answer,534,535,"McShane Bell Foundry The McShane Bell Foundry, located in Glen Burnie, Maryland, is a maker of church bells. Over the past 150 years, the firm has produced over 300,000 bells. Henry McShane established the McShane Bell Foundry in Baltimore, Maryland at Holliday and Centre Streets in 1856. By the late 19th century, the business had produced tens of thousands of bells and chimes shipping them out to churches and public buildings and expanded to a large factory complex on Guilford Avenue (then known as North Street). In 1935, the Henry McShane Manufacturing Company sold the foundry to William Parker whose","McShane Bell Foundry
family continue to operate the business up through the present. The McShane Bell Foundry moved to Glen Burnie, Maryland in 1979 and remains the only large Western-style bell maker in the United States. Over the past 150 years, the firm has produced over 300,000 bells for cathedrals, churches, municipal buildings and schools in communities around the world - including the 7,000-pound bell that hangs in the dome of Baltimore's City Hall. It was featured on an episode of the Discovery Channel's ""Dirty Jobs"". McShane Bell Foundry The McShane Bell Foundry, located in Glen Burnie, Maryland, is a maker of church",doc1,doc2,"McShane Bell Foundry The McShane Bell Foundry, located in Glen Burnie, Maryland, is a maker of church bells. Over the past 150 years, the firm has produced over 300,000 bells. Henry McShane established the McShane Bell Foundry in Baltimore, Maryland at Holliday and Centre Streets in 1856. By the late 19th century, the business had produced tens of thousands of bells and chimes shipping them out to churches and public buildings and expanded to a large factory complex on Guilford Avenue (then known as North Street). In 1935, the Henry McShane Manufacturing Company sold the foundry to William Parker whose","McShane Bell Foundry
family continue to operate the business up through the present. The McShane Bell Foundry moved to Glen Burnie, Maryland in 1979 and remains the only large Western-style bell maker in the United States. Over the past 150 years, the firm has produced over 300,000 bells for cathedrals, churches, municipal buildings and schools in communities around the world - including the 7,000-pound bell that hangs in the dome of Baltimore's City Hall. It was featured on an episode of the Discovery Channel's ""Dirty Jobs"". McShane Bell Foundry The McShane Bell Foundry, located in Glen Burnie, Maryland, is a maker of church"
boolq_NaturalQuestions_716,NaturalQuestions,716,q1,"Can you explain the meaning of ""Gikeiki"" and its impact on Japanese performing arts, excluding its English translation and literature type?","Can you explain the meaning of ""Gikeiki"" and its impact on Japanese performing arts, excluding its English translation and literature type?",,not,11421690,11421691,"Gikeiki has provided inspiration to numerous Noh, kabuki, and bunraku plays, significantly influencing the image people today have of Yoshitsune and his associates.",Cannot answer,536,537,"Gikeiki The , ""The Chronicle of Yoshitsune"", is a Japanese gunki monogatari (""war-tale"") that focuses on the legends of Minamoto no Yoshitsune and his followers. Thought to have been written during the Nanboku-chō period, it has provided inspiration to numerous Noh, kabuki and bunraku plays. Much of the image that people today have of Yoshitsune and those associated with him (Saitō no Musashibō Benkei and Shizuka Gozen, for example) is considered to have been influenced by the ""Gikeiki"". The word ""Gikeiki"" literally means ""The Record of Yoshitsune"", but the ""on-yomi"" of the kanji for his name are used in reading","Gikeiki
it aloud – ""yoshi"" () is read as """"gi"""", and ""tsune"" () is read """"kei"""". Gikeiki The , ""The Chronicle of Yoshitsune"", is a Japanese gunki monogatari (""war-tale"") that focuses on the legends of Minamoto no Yoshitsune and his followers. Thought to have been written during the Nanboku-chō period, it has provided inspiration to numerous Noh, kabuki and bunraku plays. Much of the image that people today have of Yoshitsune and those associated with him (Saitō no Musashibō Benkei and Shizuka Gozen, for example) is considered to have been influenced by the ""Gikeiki"". The word ""Gikeiki"" literally means ""The Record",doc1,doc2,"Gikeiki The , ""The Chronicle of Yoshitsune"", is a Japanese gunki monogatari (""war-tale"") that focuses on the legends of Minamoto no Yoshitsune and his followers. Thought to have been written during the Nanboku-chō period, it has provided inspiration to numerous Noh, kabuki and bunraku plays. Much of the image that people today have of Yoshitsune and those associated with him (Saitō no Musashibō Benkei and Shizuka Gozen, for example) is considered to have been influenced by the ""Gikeiki"". The word ""Gikeiki"" literally means ""The Record of Yoshitsune"", but the ""on-yomi"" of the kanji for his name are used in reading","Gikeiki
it aloud – ""yoshi"" () is read as """"gi"""", and ""tsune"" () is read """"kei"""". Gikeiki The , ""The Chronicle of Yoshitsune"", is a Japanese gunki monogatari (""war-tale"") that focuses on the legends of Minamoto no Yoshitsune and his followers. Thought to have been written during the Nanboku-chō period, it has provided inspiration to numerous Noh, kabuki and bunraku plays. Much of the image that people today have of Yoshitsune and those associated with him (Saitō no Musashibō Benkei and Shizuka Gozen, for example) is considered to have been influenced by the ""Gikeiki"". The word ""Gikeiki"" literally means ""The Record"
boolq_NaturalQuestions_727,NaturalQuestions,727,q1,"Where can I drop off clothing donations for the Bigdei Yisrael project, excluding the Hebrew Theological College's project sending clothes to Israel?","Where can I drop off clothing donations for the Bigdei Yisrael project, excluding the Hebrew Theological College's project sending clothes to Israel?",,not,18968485,18968484,"You can drop off clothing donations for the Bigdei Yisrael project at the Jewel-Osco on Howard & Kedzie, Arie Crown Hebrew Day School, Cheder Lubavitch Boys Division, Hillel Torah North Suburban Day School, and Joan Dachs Bais Yaakov.",Cannot answer,538,539,"Bigdei Yisrael
load the trucks with clothing which is donated by the community. In the past, the Bigdei Yisrael has been collecting clothing from the parking lot at the Hebrew Theological College. In March 2015, however, the drop-off location was moved to the Jewel-Osco on Howard & Kedzie. Additional drop-off bins are available at Arie Crown Hebrew Day School, Cheder Lubavitch Boys Division, Hillel Torah North Suburban Day School, and Joan Dachs Bais Yaakov. Bigdei Yisrael Rabbi William Z. & Eda Bess Novick z""l Bigdei Yisrael, known as Bigdei Yisrael, is a project of the Hebrew Theological College in which volunteers collect,","Bigdei Yisrael Rabbi William Z. & Eda Bess Novick z""l Bigdei Yisrael, known as Bigdei Yisrael, is a project of the Hebrew Theological College in which volunteers collect, sort, select, and ship donated clothing to organizations in Israel, who distribute them to hundreds of needy families. The Bigdei Yisrael project distributes clothing in Beitar, Beit Shemesh, Elad, Elon Moreh, Itamar, Kfar Tapuach, Kiryat Sefer, Tzfat and two locations in Jerusalem. As of March 2015, Bigdei Yisrael has distributed over 70 tons of clothing to families in need. Students from Fasman Yeshiva High School volunteer for Bigdei Yisrael by helping to",doc1,doc2,"Bigdei Yisrael
load the trucks with clothing which is donated by the community. In the past, the Bigdei Yisrael has been collecting clothing from the parking lot at the Hebrew Theological College. In March 2015, however, the drop-off location was moved to the Jewel-Osco on Howard & Kedzie. Additional drop-off bins are available at Arie Crown Hebrew Day School, Cheder Lubavitch Boys Division, Hillel Torah North Suburban Day School, and Joan Dachs Bais Yaakov. Bigdei Yisrael Rabbi William Z. & Eda Bess Novick z""l Bigdei Yisrael, known as Bigdei Yisrael, is a project of the Hebrew Theological College in which volunteers collect,","Bigdei Yisrael Rabbi William Z. & Eda Bess Novick z""l Bigdei Yisrael, known as Bigdei Yisrael, is a project of the Hebrew Theological College in which volunteers collect, sort, select, and ship donated clothing to organizations in Israel, who distribute them to hundreds of needy families. The Bigdei Yisrael project distributes clothing in Beitar, Beit Shemesh, Elad, Elon Moreh, Itamar, Kfar Tapuach, Kiryat Sefer, Tzfat and two locations in Jerusalem. As of March 2015, Bigdei Yisrael has distributed over 70 tons of clothing to families in need. Students from Fasman Yeshiva High School volunteer for Bigdei Yisrael by helping to"
boolq_NaturalQuestions_738,NaturalQuestions,738,q1,"Which animals, excluding cetaceans, reptiles, birds, and possibly invertebrates, have the highest brain-to-body weight ratio in their classes?","Which animals, excluding cetaceans, reptiles, birds, and possibly invertebrates, have the highest brain-to-body weight ratio in their classes?",,not,3903428,3903427,"Sharks, manta rays, treeshrews",Cannot answer,540,541,"Brain-to-body mass ratio
highest for an invertebrate, although some ant species have 14%-15% of their mass in their brains, the highest value known for any animal. Sharks have one of the highest for fish alongside manta rays (although the electrogenic elephantfish has a ratio nearly 80 times higher - about 1/32, which is slightly higher than that for humans). Treeshrews have a higher brain to body mass ratio than any other mammal, including humans. Shrews hold about 10% of their body mass in their brain. It is a trend that the larger the animal gets, the smaller the brain-to-body mass ratio is. Large","Brain-to-body mass ratio
brains than warm-blooded vertebrates of the same size. However, if brain metabolism is taken into account, the brain-to-body relationship of both warm and cold-blooded vertebrates becomes similar, with most using between 2 and 8 percent of their basal metabolism for the brain and spinal cord. Dolphins have the highest brain-to-body weight ratio of all cetaceans. Monitor lizards, tegus and anoles and some tortoise species have the largest among reptiles. Among birds, the highest brain-to-body ratios are found among parrots, crows, magpies, jays and ravens. Among amphibians, the studies are still limited. Either octopuses or jumping spiders have some of the",doc1,doc2,"Brain-to-body mass ratio
highest for an invertebrate, although some ant species have 14%-15% of their mass in their brains, the highest value known for any animal. Sharks have one of the highest for fish alongside manta rays (although the electrogenic elephantfish has a ratio nearly 80 times higher - about 1/32, which is slightly higher than that for humans). Treeshrews have a higher brain to body mass ratio than any other mammal, including humans. Shrews hold about 10% of their body mass in their brain. It is a trend that the larger the animal gets, the smaller the brain-to-body mass ratio is. Large","Brain-to-body mass ratio
brains than warm-blooded vertebrates of the same size. However, if brain metabolism is taken into account, the brain-to-body relationship of both warm and cold-blooded vertebrates becomes similar, with most using between 2 and 8 percent of their basal metabolism for the brain and spinal cord. Dolphins have the highest brain-to-body weight ratio of all cetaceans. Monitor lizards, tegus and anoles and some tortoise species have the largest among reptiles. Among birds, the highest brain-to-body ratios are found among parrots, crows, magpies, jays and ravens. Among amphibians, the studies are still limited. Either octopuses or jumping spiders have some of the"
boolq_NaturalQuestions_746,NaturalQuestions,746,q1,"What are the options for character tribes and their specific characters in the game, excluding information about the types of buildings and their functions?","What are the options for character tribes and their specific characters in the game, excluding information about the types of buildings and their functions?",,not,19883103,19883104,"The options for character tribes and their specific characters in the game are: 
- Shrooms: Rudo or Ayner 
- Proteus: Marty'O or Cree 
- Shii'Moris: Stella or Trini 
- Grims: Pahom or Ankh",Cannot answer,542,543,"Mushroom Wars 2
game option lets players try out new strategies with up to three friends in free-for-all or team-based matches. Skirmish mode also lets players fight against artificial intelligence opponents (computer-controlled). Before the match, players choose one of several hero characters from 4 mushroom tribes: Shrooms - Rudo or Ayner, Proteus - Marty'O or Cree, Shii'Moris - Stella or Trini, Grims - Pahom or Ankh. Each character has different skills attributable to his specific tribe and applicable to a certain territory or certain buildings. Special abilities bar is filled by the souls of soldiers who die in battles, so the more player","Mushroom Wars 2
fights, the faster he can open one of four unique skills of his character. There are three types of buildings: villages that produce units, towers that defend a certain radius of territory and forges that create weapons to make the army stronger. Villages can be upgraded three times - the higher the level of upgrade, the more units they fit in and produce troopers faster. Towers can also be upgraded three times, each time increasing their effective radius and rate of attacks. Forges cannot be upgraded. Buildings can be converted into buildings of other types and back. Players expand their",doc1,doc2,"Mushroom Wars 2
game option lets players try out new strategies with up to three friends in free-for-all or team-based matches. Skirmish mode also lets players fight against artificial intelligence opponents (computer-controlled). Before the match, players choose one of several hero characters from 4 mushroom tribes: Shrooms - Rudo or Ayner, Proteus - Marty'O or Cree, Shii'Moris - Stella or Trini, Grims - Pahom or Ankh. Each character has different skills attributable to his specific tribe and applicable to a certain territory or certain buildings. Special abilities bar is filled by the souls of soldiers who die in battles, so the more player","Mushroom Wars 2
fights, the faster he can open one of four unique skills of his character. There are three types of buildings: villages that produce units, towers that defend a certain radius of territory and forges that create weapons to make the army stronger. Villages can be upgraded three times - the higher the level of upgrade, the more units they fit in and produce troopers faster. Towers can also be upgraded three times, each time increasing their effective radius and rate of attacks. Forges cannot be upgraded. Buildings can be converted into buildings of other types and back. Players expand their"
boolq_NaturalQuestions_758,NaturalQuestions,758,q1,What did Harold See contribute to academia and law excluding his degrees and the subjects he teaches at Belmont University College of Law?,What did Harold See contribute to academia and law excluding his degrees and the subjects he teaches at Belmont University College of Law?,,not,10653376,10653375,"Harold See contributed to academia by serving for over twenty years at the University of Alabama School of Law in roles including Associate Professor, Full Professor, and Herbert D. Warner Professor of Law. He also served as Assistant Professor of Economics at Illinois State University. In law, he practiced with Sidley & Austin and was elected Associate Justice of the Alabama Supreme Court, taking office in 1997.",Cannot answer,544,545,"Harold See
the Order of the Coif. See worked his way through school as a heavy equipment operator, a sheet metal worker, and a roofer. He served as Assistant Professor of Economics at Illinois State University and practiced law with the law firm of Sidley & Austin. He joined the faculty at the University of Alabama School of Law, where he served for over twenty years successively as Associate Professor, Full Professor, and Herbert D. Warner Professor of Law. In 1996, he was elected Associate Justice of the Alabama Supreme Court, taking office in 1997. He lost election to become Chief Justice","Harold See Harold Frend See, Jr. (born November 7, 1943) is a legal scholar and was an Associate Justice of the Alabama Supreme Court from 1997 to 2009. The son of Harold F. See, Sr., and Corinne See, he was born at the Great Lakes Naval Training Center in Illinois while his father was serving with the United States Navy in the South Pacific. See received a B.A. from Emporia State University, Kansas, an M.Sc. in economics from Iowa State University, and a J.D. from the University of Iowa College of Law, where he graduated with honors and was awarded",doc1,doc2,"Harold See
the Order of the Coif. See worked his way through school as a heavy equipment operator, a sheet metal worker, and a roofer. He served as Assistant Professor of Economics at Illinois State University and practiced law with the law firm of Sidley & Austin. He joined the faculty at the University of Alabama School of Law, where he served for over twenty years successively as Associate Professor, Full Professor, and Herbert D. Warner Professor of Law. In 1996, he was elected Associate Justice of the Alabama Supreme Court, taking office in 1997. He lost election to become Chief Justice","Harold See Harold Frend See, Jr. (born November 7, 1943) is a legal scholar and was an Associate Justice of the Alabama Supreme Court from 1997 to 2009. The son of Harold F. See, Sr., and Corinne See, he was born at the Great Lakes Naval Training Center in Illinois while his father was serving with the United States Navy in the South Pacific. See received a B.A. from Emporia State University, Kansas, an M.Sc. in economics from Iowa State University, and a J.D. from the University of Iowa College of Law, where he graduated with honors and was awarded"
boolq_NaturalQuestions_764,NaturalQuestions,764,q1,What influences the Everglades' soil and vegetation but not related to soil types from short hydroperiods?,What influences the Everglades' soil and vegetation but not related to soil types from short hydroperiods?,,not,11923109,11923108,Regional hydroperiod.,Cannot answer,546,547,"Geography and ecology of the Everglades
regional hydroperiod. Five types of peat appear in the Everglades system; each type supports a specific type of vegetation, such as sawgrass, tree islands, or custard apple trees. Peat buildup is possible because water prevents oxygen from quickly decomposing plant matter. Once peat buildup reaches the surface, oxygen reacts with the microorganisms to decay the peat rapidly in a process called subsidence. Initial attempts at developing agriculture near Lake Okeechobee were successful, but the nutrients in the peat quickly deteriorated by drying, and were broken down by bacteria in the soil. The dried peat burned or was degraded into carbon","Geography and ecology of the Everglades
of time that a region in the Everglades remains flooded, called a ""hydroperiod"", determines what particular soils and vegetation are present. Shorter hydroperiods of three or four months promote the growth of periphyton: algae and other microscopic organisms covered with calcium carbonate crystals. Periphyton is the basic building block of marl, a calcitic mud. In areas with hydroperiods of longer than nine months, peat builds up over hundreds or thousands of years due to many generations of decaying plant matter. Peat and marl are considered nutrient-poor soils that foster the growth of specialized vegetation depending on the length of the",doc1,doc2,"Geography and ecology of the Everglades
regional hydroperiod. Five types of peat appear in the Everglades system; each type supports a specific type of vegetation, such as sawgrass, tree islands, or custard apple trees. Peat buildup is possible because water prevents oxygen from quickly decomposing plant matter. Once peat buildup reaches the surface, oxygen reacts with the microorganisms to decay the peat rapidly in a process called subsidence. Initial attempts at developing agriculture near Lake Okeechobee were successful, but the nutrients in the peat quickly deteriorated by drying, and were broken down by bacteria in the soil. The dried peat burned or was degraded into carbon","Geography and ecology of the Everglades
of time that a region in the Everglades remains flooded, called a ""hydroperiod"", determines what particular soils and vegetation are present. Shorter hydroperiods of three or four months promote the growth of periphyton: algae and other microscopic organisms covered with calcium carbonate crystals. Periphyton is the basic building block of marl, a calcitic mud. In areas with hydroperiods of longer than nine months, peat builds up over hundreds or thousands of years due to many generations of decaying plant matter. Peat and marl are considered nutrient-poor soils that foster the growth of specialized vegetation depending on the length of the"
boolq_NaturalQuestions_767,NaturalQuestions,767,q1,Who won the men's 4x110 yards relay in 1962 without setting a new games record?,Who won the men's 4x110 yards relay in 1962 without setting a new games record?,,not,18007284,18007285,"English team of Peter Radford, Len Carter, Alf Meakin, and David Jones",Cannot answer,548,549,"Athletics at the 1962 British Empire and Commonwealth Games – Men's 4 × 110 yards relay The men's 4 × 110 yards relay at the 1962 British Empire and Commonwealth Games as part of the athletics programme was held at the Perry Lakes Stadium on Saturday 1 December 1962. Nine nations competed in two heats in the first round, with the top three from each heat qualifying for the final. The event was won English team of Peter Radford, Len Carter, Alf Meakin and David Jones. They finished ahead of Ghanaian team of Michael Ahey, Bonner Mends, Bukari Bashiru and","Athletics at the 1962 British Empire and Commonwealth Games – Men's 4 × 110 yards relay
Michael Okantey and the Welsh quartet of David England, Ron Jones, Berwyn Jones and Nick Whitehead who won bronze. The winning time of 40.6 seconds was posted by both England and Ghana, with both team setting a new games record. The time also equalled the British record. During the first change between Bob Lay and Dennis Tipping, the baton was dropped and Australians failed to recover, crossing the line in last place. The Sarawak team, who had originally finished 5th in 43.9 seconds were later disqualified. Athletics at the 1962 British Empire and Commonwealth Games – Men's 4 × 110",doc1,doc2,"Athletics at the 1962 British Empire and Commonwealth Games – Men's 4 × 110 yards relay The men's 4 × 110 yards relay at the 1962 British Empire and Commonwealth Games as part of the athletics programme was held at the Perry Lakes Stadium on Saturday 1 December 1962. Nine nations competed in two heats in the first round, with the top three from each heat qualifying for the final. The event was won English team of Peter Radford, Len Carter, Alf Meakin and David Jones. They finished ahead of Ghanaian team of Michael Ahey, Bonner Mends, Bukari Bashiru and","Athletics at the 1962 British Empire and Commonwealth Games – Men's 4 × 110 yards relay
Michael Okantey and the Welsh quartet of David England, Ron Jones, Berwyn Jones and Nick Whitehead who won bronze. The winning time of 40.6 seconds was posted by both England and Ghana, with both team setting a new games record. The time also equalled the British record. During the first change between Bob Lay and Dennis Tipping, the baton was dropped and Australians failed to recover, crossing the line in last place. The Sarawak team, who had originally finished 5th in 43.9 seconds were later disqualified. Athletics at the 1962 British Empire and Commonwealth Games – Men's 4 × 110"
