model,condition,candidate_top_n,weight_name,weight,beta,beta_over_weight,avg_recall,avg_violation,avg_recall_delta_vs_baseline,avg_violation_drop_vs_baseline,min_recall_delta_vs_baseline_all_k,min_violation_drop_vs_baseline_all_k,strict_recall_kept_all_k,avg_recall_kept,violation_lower_all_k,violation_lower_avg,method,source_csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,0.75,0.75,1,0.69675,0.02325,-0.249,0.71825,-0.268,0.649,False,False,True,True,score_target_minus_trap_call_g0.75_b0.75,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,0.75,1,1.33333,0.5215,0.0105,-0.42425,0.731,-0.451,0.66,False,False,True,True,score_target_minus_trap_call_g0.75_b1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1,0.1,0.1,0.93375,0.21325,-0.012,0.52825,-0.015,0.495,False,False,True,True,score_target_minus_trap_call_g1_b0.1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1,0.2,0.2,0.9305,0.16075,-0.01525,0.58075,-0.02,0.54,False,False,True,True,score_target_minus_trap_call_g1_b0.2,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1,0.3,0.3,0.9245,0.11775,-0.02125,0.62375,-0.025,0.572,False,False,True,True,score_target_minus_trap_call_g1_b0.3,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1,0.5,0.5,0.90375,0.071,-0.042,0.6705,-0.051,0.609,False,False,True,True,score_target_minus_trap_call_g1_b0.5,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1,0.75,0.75,0.8305,0.03375,-0.11525,0.70775,-0.127,0.638,False,False,True,True,score_target_minus_trap_call_g1_b0.75,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1,1,1,0.69675,0.02325,-0.249,0.71825,-0.268,0.649,False,False,True,True,score_target_minus_trap_call_g1_b1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1.5,0.1,0.0666667,0.93575,0.23375,-0.01,0.50775,-0.015,0.48,False,False,True,True,score_target_minus_trap_call_g1.5_b0.1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1.5,0.2,0.133333,0.932,0.1915,-0.01375,0.55,-0.017,0.516,False,False,True,True,score_target_minus_trap_call_g1.5_b0.2,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1.5,0.3,0.2,0.9305,0.16075,-0.01525,0.58075,-0.02,0.54,False,False,True,True,score_target_minus_trap_call_g1.5_b0.3,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1.5,0.5,0.333333,0.92175,0.106,-0.024,0.6355,-0.027,0.579,False,False,True,True,score_target_minus_trap_call_g1.5_b0.5,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1.5,0.75,0.5,0.90375,0.071,-0.042,0.6705,-0.051,0.609,False,False,True,True,score_target_minus_trap_call_g1.5_b0.75,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,1.5,1,0.666667,0.86225,0.0425,-0.0835,0.699,-0.101,0.636,False,False,True,True,score_target_minus_trap_call_g1.5_b1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,2,0.1,0.05,0.9355,0.24675,-0.01025,0.49475,-0.014,0.473,False,False,True,True,score_target_minus_trap_call_g2_b0.1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,2,0.2,0.1,0.93375,0.21325,-0.012,0.52825,-0.015,0.495,False,False,True,True,score_target_minus_trap_call_g2_b0.2,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,2,0.3,0.15,0.93175,0.1815,-0.014,0.56,-0.017,0.522,False,False,True,True,score_target_minus_trap_call_g2_b0.3,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,2,0.5,0.25,0.92875,0.13325,-0.017,0.60825,-0.022,0.559,False,False,True,True,score_target_minus_trap_call_g2_b0.5,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,2,0.75,0.375,0.9195,0.09575,-0.02625,0.64575,-0.03,0.59,False,False,True,True,score_target_minus_trap_call_g2_b0.75,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,q_target - q_trap,all,gamma,2,1,0.5,0.90375,0.071,-0.042,0.6705,-0.051,0.609,False,False,True,True,score_target_minus_trap_call_g2_b1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.25,0.1,0.4,0.93575,0.22675,-0.0095,0.525,-0.013,0.439,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.25,0.2,0.8,0.928,0.135,-0.01725,0.61675,-0.026,0.552,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.25,0.3,1.2,0.89375,0.0815,-0.0515,0.67025,-0.103,0.616,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.25,0.5,2,0.81625,0.0525,-0.129,0.69925,-0.232,0.674,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.25,0.75,3,0.7435,0.04425,-0.20175,0.7075,-0.362,0.679,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.25,1,4,0.69875,0.041,-0.2465,0.71075,-0.431,0.681,False,False,True,True,score_target_minus_trap_c10_g0.25_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.5,0.1,0.2,0.93875,0.30675,-0.0065,0.445,-0.008,0.347,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.5,0.2,0.4,0.93575,0.22675,-0.0095,0.525,-0.013,0.439,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.5,0.3,0.6,0.9335,0.173,-0.01175,0.57875,-0.018,0.503,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.5,0.5,1,0.91725,0.1055,-0.028,0.64625,-0.051,0.587,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.5,0.75,1.5,0.86325,0.06125,-0.082,0.6905,-0.155,0.668,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.5,1,2,0.81625,0.0525,-0.129,0.69925,-0.232,0.674,False,False,True,True,score_target_minus_trap_c10_g0.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.75,0.1,0.133333,0.93975,0.33825,-0.0055,0.4135,-0.008,0.312,False,False,True,True,score_target_minus_trap_c10_g0.75_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.75,0.2,0.266667,0.93775,0.27825,-0.0075,0.4735,-0.01,0.376,False,False,True,True,score_target_minus_trap_c10_g0.75_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.75,0.3,0.4,0.93575,0.22675,-0.0095,0.525,-0.013,0.439,False,False,True,True,score_target_minus_trap_c10_g0.75_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.75,0.5,0.666667,0.93225,0.156,-0.013,0.59575,-0.021,0.524,False,False,True,True,score_target_minus_trap_c10_g0.75_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.75,0.75,1,0.91725,0.1055,-0.028,0.64625,-0.051,0.587,False,False,True,True,score_target_minus_trap_c10_g0.75_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,0.75,1,1.33333,0.8805,0.06975,-0.06475,0.682,-0.124,0.645,False,False,True,True,score_target_minus_trap_c10_g0.75_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1,0.1,0.1,0.9405,0.35375,-0.00475,0.398,-0.007,0.297,False,False,True,True,score_target_minus_trap_c10_g1_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1,0.2,0.2,0.93875,0.30675,-0.0065,0.445,-0.008,0.347,False,False,True,True,score_target_minus_trap_c10_g1_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1,0.3,0.3,0.93725,0.26325,-0.008,0.4885,-0.01,0.394,False,False,True,True,score_target_minus_trap_c10_g1_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1,0.5,0.5,0.93475,0.19825,-0.0105,0.5535,-0.017,0.473,False,False,True,True,score_target_minus_trap_c10_g1_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1,0.75,0.75,0.92975,0.14275,-0.0155,0.609,-0.023,0.537,False,False,True,True,score_target_minus_trap_c10_g1_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1,1,1,0.91725,0.1055,-0.028,0.64625,-0.051,0.587,False,False,True,True,score_target_minus_trap_c10_g1_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1.5,0.1,0.0666667,0.94075,0.37025,-0.0045,0.3815,-0.006,0.276,False,False,True,True,score_target_minus_trap_c10_g1.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1.5,0.2,0.133333,0.93975,0.33825,-0.0055,0.4135,-0.008,0.312,False,False,True,True,score_target_minus_trap_c10_g1.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1.5,0.3,0.2,0.93875,0.30675,-0.0065,0.445,-0.008,0.347,False,False,True,True,score_target_minus_trap_c10_g1.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1.5,0.5,0.333333,0.93675,0.2495,-0.0085,0.50225,-0.011,0.411,False,False,True,True,score_target_minus_trap_c10_g1.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1.5,0.75,0.5,0.93475,0.19825,-0.0105,0.5535,-0.017,0.473,False,False,True,True,score_target_minus_trap_c10_g1.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,1.5,1,0.666667,0.93225,0.156,-0.013,0.59575,-0.021,0.524,False,False,True,True,score_target_minus_trap_c10_g1.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,2,0.1,0.05,0.94075,0.378,-0.0045,0.37375,-0.006,0.268,False,False,True,True,score_target_minus_trap_c10_g2_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,2,0.2,0.1,0.9405,0.35375,-0.00475,0.398,-0.007,0.297,False,False,True,True,score_target_minus_trap_c10_g2_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,2,0.3,0.15,0.93975,0.33075,-0.0055,0.421,-0.008,0.321,False,False,True,True,score_target_minus_trap_c10_g2_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,2,0.5,0.25,0.93775,0.28675,-0.0075,0.465,-0.01,0.365,False,False,True,True,score_target_minus_trap_c10_g2_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,2,0.75,0.375,0.936,0.234,-0.00925,0.51775,-0.013,0.433,False,False,True,True,score_target_minus_trap_c10_g2_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,10,gamma,2,1,0.5,0.93475,0.19825,-0.0105,0.5535,-0.017,0.473,False,False,True,True,score_target_minus_trap_c10_g2_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.25,0.1,0.4,0.93375,0.16675,-0.0115,0.585,-0.013,0.565,False,False,True,True,score_target_minus_trap_c20_g0.25_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.25,0.2,0.8,0.91925,0.082,-0.026,0.66975,-0.036,0.633,False,False,True,True,score_target_minus_trap_c20_g0.25_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.25,0.3,1.2,0.8555,0.036,-0.08975,0.71575,-0.134,0.67,False,False,True,True,score_target_minus_trap_c20_g0.25_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.25,0.5,2,0.72075,0.02225,-0.2245,0.7295,-0.292,0.679,False,False,True,True,score_target_minus_trap_c20_g0.25_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.25,0.75,3,0.5935,0.016,-0.35175,0.73575,-0.442,0.684,False,False,True,True,score_target_minus_trap_c20_g0.25_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.25,1,4,0.51275,0.015,-0.4325,0.73675,-0.536,0.685,False,False,True,True,score_target_minus_trap_c20_g0.25_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.5,0.1,0.2,0.93825,0.24475,-0.007,0.507,-0.009,0.494,False,False,True,True,score_target_minus_trap_c20_g0.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.5,0.2,0.4,0.93375,0.16675,-0.0115,0.585,-0.013,0.565,False,False,True,True,score_target_minus_trap_c20_g0.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.5,0.3,0.6,0.9295,0.11825,-0.01575,0.6335,-0.021,0.612,False,False,True,True,score_target_minus_trap_c20_g0.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.5,0.5,1,0.89625,0.05375,-0.049,0.698,-0.075,0.661,False,False,True,True,score_target_minus_trap_c20_g0.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.5,0.75,1.5,0.79775,0.029,-0.1475,0.72275,-0.207,0.675,False,False,True,True,score_target_minus_trap_c20_g0.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.5,1,2,0.72075,0.02225,-0.2245,0.7295,-0.292,0.679,False,False,True,True,score_target_minus_trap_c20_g0.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.75,0.1,0.133333,0.9405,0.2785,-0.00475,0.47325,-0.008,0.464,False,False,True,True,score_target_minus_trap_c20_g0.75_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.75,0.2,0.266667,0.93675,0.21375,-0.0085,0.538,-0.01,0.53,False,False,True,True,score_target_minus_trap_c20_g0.75_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.75,0.3,0.4,0.93375,0.16675,-0.0115,0.585,-0.013,0.565,False,False,True,True,score_target_minus_trap_c20_g0.75_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.75,0.5,0.666667,0.9275,0.106,-0.01775,0.64575,-0.023,0.615,False,False,True,True,score_target_minus_trap_c20_g0.75_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.75,0.75,1,0.89625,0.05375,-0.049,0.698,-0.075,0.661,False,False,True,True,score_target_minus_trap_c20_g0.75_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,0.75,1,1.33333,0.83,0.03225,-0.11525,0.7195,-0.167,0.671,False,False,True,True,score_target_minus_trap_c20_g0.75_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1,0.1,0.1,0.9405,0.2965,-0.00475,0.45525,-0.008,0.441,False,False,True,True,score_target_minus_trap_c20_g1_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1,0.2,0.2,0.93825,0.24475,-0.007,0.507,-0.009,0.494,False,False,True,True,score_target_minus_trap_c20_g1_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1,0.3,0.3,0.936,0.19775,-0.00925,0.554,-0.011,0.542,False,False,True,True,score_target_minus_trap_c20_g1_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
